House_ID,House_Type,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Season,Month,Day_of_Week,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh
H00137,Apartment,900,3,4,2,2,0,0,5.57,9.43,24,2.65,5.9,10.87,1,0.78,0.25,0.0,0,0,0,37.9,61.0,Summer,4,Tuesday,0,0,0,20.92,15.93
H00138,Independent House,1832,6,5,3,2,0,1,5.05,4.39,24,6.53,10.15,12.29,1,1.0,0.19,0.66,1,0,1,25.8,53.9,Spring,2,Thursday,0,0,0,23.31,22.4
H00139,Villa,2463,7,4,2,2,0,0,0.86,5.75,24,6.03,4.36,8.79,1,1.77,0.22,0.81,0,0,0,24.8,35.6,Spring,3,Sunday,1,0,0,22.64,12.17
H00140,Independent House,1672,4,3,2,0,1,1,8.81,6.81,24,3.93,8.18,4.94,1,1.91,0.18,0.05,0,0,0,38.5,73.5,Summer,5,Tuesday,0,0,1,25.17,22.87
H00141,Apartment,797,3,4,3,1,0,0,4.15,6.17,24,4.68,3.96,7.61,1,1.07,0.22,0.0,0,0,0,30.1,64.7,Spring,2,Thursday,0,1,0,23.51,13.09
H00142,Apartment,1266,4,4,3,1,0,0,6.13,8.33,24,5.73,5.89,10.36,1,1.84,0.48,0.0,1,0,0,39.2,34.8,Summer,4,Saturday,1,0,1,26.1,25.78
H00143,Apartment,1006,2,5,3,2,0,0,7.68,11.11,24,6.28,2.96,9.04,1,0.33,0.58,0.2,0,0,0,35.2,46.7,Summer,5,Tuesday,0,0,1,19.0,18.95
H00144,Apartment,926,2,5,3,2,0,0,0.88,8.79,24,7.4,6.63,9.87,1,1.61,0.13,0.29,0,0,0,29.6,45.6,Spring,3,Sunday,1,0,0,16.46,9.06
H00145,Apartment,1099,4,5,3,2,0,0,0.98,8.48,24,2.88,3.89,6.2,0,0.35,0.42,0.77,0,0,0,24.9,41.7,Spring,3,Tuesday,0,0,0,23.45,8.51
H00146,Independent House,1164,3,2,2,0,0,0,0.0,6.08,24,6.52,0.78,8.22,0,1.05,0.15,0.64,0,0,0,16.2,69.2,Winter,11,Sunday,1,0,1,25.19,7.02
H00147,Independent House,1405,5,2,1,1,0,0,0.57,11.46,24,3.52,3.51,7.68,1,1.1,0.19,0.65,0,0,0,27.2,27.8,Autumn,10,Friday,0,0,0,21.15,10.29
H00148,Independent House,1202,3,2,2,0,0,0,4.19,5.87,24,3.23,1.5,6.69,0,0.84,0.18,0.0,0,1,0,26.3,56.1,Spring,3,Saturday,1,0,1,20.31,9.0
H00149,Independent House,874,2,3,2,1,0,0,4.91,10.41,24,2.87,2.34,7.71,1,1.94,0.5,0.62,1,0,0,32.6,38.6,Spring,3,Tuesday,0,0,0,20.72,22.95
H00150,Independent House,1938,5,3,3,0,0,1,2.01,7.18,24,4.44,5.77,7.91,0,0.69,0.22,0.22,0,1,0,23.7,19.0,Spring,3,Thursday,0,1,1,24.89,7.18
H00151,Villa,2157,7,5,2,2,1,0,0.0,9.01,24,6.49,0.55,12.08,1,1.42,0.43,0.13,0,1,0,24.3,45.9,Autumn,9,Saturday,1,0,1,19.95,7.51
H00152,Apartment,1036,2,2,1,1,0,0,5.97,9.52,24,3.85,2.97,3.45,0,1.29,0.52,0.62,0,0,1,35.9,62.8,Summer,4,Saturday,1,0,0,25.76,15.09
H00153,Apartment,921,3,3,2,1,0,0,0.74,7.29,24,1.66,2.86,8.72,1,1.26,0.13,0.18,0,0,0,23.9,70.4,Autumn,10,Monday,0,0,0,18.14,7.69
H00154,Independent House,1881,6,2,1,1,0,0,2.94,5.88,24,4.82,1.59,4.5,0,1.16,0.3,0.8,0,0,1,21.1,37.0,Autumn,8,Saturday,1,0,1,22.26,13.32
H00155,Villa,3621,11,1,1,0,0,1,0.85,5.99,24,4.8,4.98,4.76,1,1.65,0.46,0.31,0,0,0,26.3,51.3,Autumn,9,Thursday,0,0,0,27.65,11.24
H00156,Independent House,1265,3,6,3,2,1,0,0.0,9.1,24,5.16,2.57,8.94,0,1.79,0.21,0.02,0,0,0,22.3,38.4,Spring,2,Wednesday,0,0,1,19.04,7.43
H00157,Apartment,1182,3,4,2,2,0,1,2.64,4.2,24,5.74,6.96,9.78,0,0.93,0.46,0.37,0,0,0,26.4,33.6,Autumn,9,Friday,0,0,0,19.13,10.94
H00158,Independent House,1222,3,2,2,0,0,1,8.06,9.91,24,2.67,6.47,9.65,0,1.14,0.47,0.47,0,1,0,43.0,81.4,Summer,4,Tuesday,0,0,0,20.19,13.53
H00159,Independent House,1894,6,2,1,1,0,0,0.0,8.65,24,3.35,4.12,5.61,1,0.87,0.16,0.25,0,1,0,17.9,79.2,Autumn,10,Saturday,1,0,1,26.99,5.29
H00160,Apartment,888,3,2,2,0,0,0,2.76,10.09,24,3.93,2.16,9.0,1,1.53,0.31,0.46,0,0,0,28.3,37.2,Spring,2,Tuesday,0,1,0,25.02,11.6
H00161,Apartment,1133,3,4,1,2,1,0,1.85,6.12,24,3.21,6.22,8.34,1,1.41,0.33,0.0,0,0,0,24.9,49.9,Spring,3,Tuesday,0,0,0,25.25,10.17
H00162,Apartment,926,2,4,3,1,0,0,6.49,12.71,24,4.76,2.15,10.2,1,2.02,0.0,0.44,0,0,1,39.1,57.9,Summer,6,Monday,0,1,0,27.77,16.9
H00163,Apartment,505,2,4,2,1,1,0,0.66,6.45,24,5.57,1.94,10.05,0,1.03,0.04,0.9,0,0,1,24.1,57.1,Autumn,10,Sunday,1,0,0,21.61,8.41
H00164,Apartment,793,2,2,2,0,0,1,0.77,5.38,24,6.5,9.25,4.87,0,0.64,0.18,0.2,0,1,1,22.4,31.3,Autumn,7,Monday,0,0,1,22.84,4.66
H00165,Independent House,648,1,2,2,0,0,0,4.42,10.57,24,4.73,1.83,6.77,0,1.15,0.36,0.0,0,1,0,40.9,43.4,Summer,5,Tuesday,0,0,0,22.54,8.4
H00166,Independent House,1725,4,1,1,0,0,1,0.0,6.76,24,4.02,5.19,6.47,1,1.27,0.06,0.17,0,0,0,19.2,43.3,Autumn,8,Sunday,1,0,1,21.59,6.62
H00167,Independent House,1798,6,4,2,2,0,1,0.0,8.0,24,3.94,6.15,5.73,0,0.7,0.04,0.56,0,1,0,24.4,84.0,Autumn,7,Tuesday,0,0,0,18.04,5.62
H00168,Apartment,587,2,2,2,0,0,0,3.85,8.88,24,5.4,2.22,6.92,0,0.0,0.46,0.81,0,0,1,24.4,45.5,Autumn,10,Monday,0,0,1,22.2,10.43
H00169,Independent House,1611,5,4,2,1,1,0,6.34,5.86,24,5.66,3.35,8.64,1,0.88,0.31,0.31,0,0,1,41.3,43.5,Summer,6,Tuesday,0,0,0,23.44,17.35
H00170,Apartment,851,2,1,1,0,0,1,5.52,10.75,24,4.33,7.47,5.85,1,0.65,0.24,0.27,0,0,0,34.0,54.1,Summer,5,Sunday,1,1,0,21.52,15.02
H00171,Apartment,1079,3,4,3,1,0,0,4.42,8.07,24,2.92,3.89,7.22,0,1.1,0.12,0.0,0,0,0,40.2,58.7,Summer,6,Monday,0,1,1,22.22,12.1
H00172,Independent House,1514,4,5,3,2,0,0,1.41,6.86,24,3.8,3.56,7.62,1,1.39,0.33,0.0,0,0,0,27.3,50.4,Spring,3,Monday,0,0,0,23.77,8.91
H00173,Apartment,805,3,4,3,1,0,1,3.06,5.26,24,5.09,8.25,5.8,1,1.33,0.15,0.62,0,0,0,26.1,58.2,Spring,2,Thursday,0,0,1,30.69,11.91
H00174,Apartment,830,2,3,3,0,0,0,0.0,6.73,24,6.23,1.21,9.18,1,1.69,0.34,0.76,0,0,0,12.2,40.5,Winter,12,Tuesday,0,0,0,23.53,7.87
H00175,Independent House,1437,5,3,2,1,0,0,5.08,6.07,24,1.8,2.53,8.54,0,0.63,0.17,0.91,0,0,0,33.4,40.4,Summer,6,Wednesday,0,0,1,22.1,15.21
H00176,Independent House,1494,5,6,3,2,1,0,3.75,5.51,24,5.71,4.5,10.31,1,0.88,0.27,0.0,0,0,1,29.1,49.0,Autumn,7,Wednesday,0,0,0,27.85,14.52
H00177,Apartment,891,3,2,1,1,0,0,1.87,6.91,24,4.65,4.13,7.74,0,1.72,0.37,1.04,0,0,0,22.3,61.1,Autumn,7,Sunday,1,1,1,24.95,11.13
H00178,Apartment,739,3,4,2,2,0,0,0.44,4.45,24,4.27,3.98,7.16,0,1.3,0.24,0.05,0,1,0,18.9,85.6,Spring,3,Tuesday,0,0,0,23.54,5.13
H00179,Apartment,621,1,3,2,1,0,0,1.75,12.63,24,6.87,4.73,6.29,1,0.52,0.36,0.78,0,0,0,23.5,66.3,Autumn,7,Sunday,1,0,1,23.03,9.52
H00180,Villa,2675,7,2,2,0,0,0,0.14,7.3,24,5.03,3.8,7.31,1,1.5,0.14,0.39,1,0,0,23.5,48.0,Autumn,10,Saturday,1,0,0,18.41,17.08
H00181,Independent House,1598,4,5,3,1,1,0,7.22,9.01,24,4.12,2.48,8.98,1,1.17,0.37,0.58,0,0,1,44.7,63.6,Summer,4,Thursday,0,0,1,20.5,20.43
H00182,Apartment,680,1,3,2,1,0,0,4.68,9.01,24,5.03,4.61,5.35,1,1.73,0.31,0.12,0,0,0,29.9,63.2,Spring,3,Saturday,1,0,1,21.9,12.21
H00183,Apartment,984,3,3,3,0,0,1,3.06,2.46,24,3.53,5.52,5.41,1,1.36,0.27,0.5,0,0,1,24.0,42.9,Autumn,9,Tuesday,0,0,0,21.12,11.3
H00184,Villa,3329,10,4,3,1,0,0,3.58,6.01,24,4.27,5.55,7.93,0,1.08,0.25,0.0,0,0,0,23.5,41.1,Autumn,9,Tuesday,0,0,0,21.22,13.71
H00185,Apartment,530,2,4,3,1,0,1,2.95,4.92,24,7.77,4.71,7.26,1,1.27,0.28,0.0,0,0,1,25.0,51.7,Spring,3,Monday,0,0,1,24.55,10.16
H00186,Independent House,1476,5,2,2,0,0,1,0.15,4.87,24,5.98,5.36,5.05,0,1.58,0.39,1.52,1,0,0,13.5,57.8,Winter,11,Saturday,1,1,0,22.48,18.11
H00187,Independent House,1256,3,2,2,0,0,1,2.77,5.35,24,7.08,6.23,3.82,0,1.28,0.31,0.82,0,0,0,23.6,73.9,Spring,3,Sunday,1,0,0,19.86,11.31
H00188,Independent House,1159,3,2,2,0,0,0,0.0,8.75,24,0.94,2.26,7.35,1,0.64,0.44,0.8,0,0,0,25.1,56.2,Spring,2,Tuesday,0,0,0,22.46,7.46
H00189,Apartment,1027,2,3,3,0,0,1,1.75,10.73,24,6.73,5.98,7.53,1,1.23,0.59,0.0,0,1,1,25.3,43.9,Autumn,10,Thursday,0,0,0,21.49,7.35
H00190,Apartment,1193,4,4,2,1,1,0,2.13,5.42,24,7.9,3.3,7.31,1,0.96,0.33,0.46,0,0,0,25.1,40.9,Spring,3,Saturday,1,0,0,23.96,10.14
H00191,Villa,3211,9,3,1,2,0,0,0.0,6.36,24,1.91,4.08,8.96,0,0.8,0.26,0.58,0,1,1,11.1,54.0,Winter,12,Friday,0,0,0,25.2,8.38
H00192,Apartment,1058,4,3,1,1,1,1,9.42,10.36,24,4.23,7.85,8.05,0,1.38,0.32,0.0,0,0,0,42.2,47.7,Summer,5,Wednesday,0,1,1,24.17,21.34
H00193,Independent House,1409,5,2,2,0,0,1,3.77,8.28,24,5.63,5.29,6.77,1,1.58,0.21,0.0,0,0,0,28.5,39.3,Summer,6,Monday,0,0,0,22.39,12.98
H00194,Independent House,1429,4,2,1,1,0,0,0.0,3.68,24,4.21,4.17,4.76,0,0.29,0.24,0.29,0,0,1,12.2,59.3,Winter,12,Wednesday,0,0,0,19.69,5.16
H00195,Apartment,625,1,4,3,0,1,0,0.21,6.8,24,6.38,4.03,9.36,1,1.39,0.31,0.86,0,0,0,16.6,65.2,Winter,1,Sunday,1,0,0,,8.36
H00196,Apartment,974,2,4,2,2,0,0,2.76,5.52,24,7.03,0.85,9.15,0,0.8,0.25,0.47,0,0,0,21.8,64.8,Autumn,9,Saturday,1,0,0,23.88,10.25
H00197,Apartment,731,3,3,2,1,0,1,0.0,7.18,24,5.7,4.09,7.58,0,0.78,0.08,1.1,0,0,0,14.7,68.0,Winter,12,Wednesday,0,1,0,26.8,7.73
H00198,Independent House,847,2,4,1,2,1,0,4.39,12.21,24,7.16,5.14,8.36,0,1.13,0.14,0.0,0,0,0,27.6,57.2,Spring,2,Saturday,1,0,0,22.57,12.69
H00199,Apartment,929,2,2,1,1,0,0,0.0,5.56,24,4.59,3.32,8.18,0,0.21,0.27,1.26,0,0,0,18.1,34.1,Winter,1,Sunday,1,0,1,25.14,6.92
H00200,Apartment,798,2,4,2,2,0,0,0.0,10.19,24,4.08,3.45,8.65,0,1.16,0.15,0.0,0,0,0,23.4,46.1,Autumn,7,Thursday,0,0,0,24.17,5.38
H00201,Apartment,816,2,4,3,1,0,0,0.0,5.67,24,2.44,3.14,9.48,1,1.29,0.37,0.77,0,1,0,14.4,84.1,Winter,12,Friday,0,0,1,27.97,5.67
H00202,Independent House,1281,4,2,1,1,0,1,4.11,5.02,24,3.38,8.65,6.79,0,1.11,0.33,1.44,0,0,0,27.2,42.2,Autumn,8,Monday,0,0,0,27.29,14.99
H00203,Apartment,955,3,3,3,0,0,0,0.0,5.95,24,4.32,3.39,7.81,0,0.77,0.28,0.21,0,1,0,23.3,72.1,Autumn,8,Tuesday,0,0,0,18.99,4.66
H00204,Independent House,1428,5,2,1,1,0,0,0.06,6.99,24,5.84,3.15,6.01,1,1.29,0.27,0.36,0,0,0,16.4,56.9,Winter,12,Sunday,1,0,1,22.04,7.19
H00205,Independent House,1443,5,3,3,0,0,1,4.53,9.95,24,7.85,5.51,7.98,1,1.78,0.33,0.63,0,0,0,26.7,51.0,Autumn,7,Saturday,1,0,0,21.67,16.67
H00206,Apartment,960,2,2,1,1,0,0,2.94,8.95,24,2.58,4.5,8.12,0,0.32,0.19,0.89,0,0,0,26.1,49.9,Autumn,7,Monday,0,0,0,19.31,11.25
H00207,Apartment,1209,3,3,2,1,0,0,8.22,11.05,24,1.85,3.48,6.66,1,1.26,0.26,0.6,1,0,1,37.6,38.4,Summer,4,Wednesday,0,0,1,18.78,29.31
H00208,Independent House,1106,3,5,3,2,0,0,7.63,14.79,24,5.45,5.35,6.72,1,1.87,0.29,0.0,0,0,0,41.8,66.1,Summer,6,Wednesday,0,0,0,22.51,18.8
H00209,Apartment,1092,4,1,1,0,0,0,2.38,3.22,24,3.55,3.92,5.67,0,1.87,0.41,0.37,0,0,0,23.2,35.8,Autumn,10,Wednesday,0,0,1,17.65,10.59
H00210,Independent House,1398,4,1,1,0,0,1,2.58,7.37,24,8.23,4.72,6.78,1,0.94,0.29,0.0,0,0,0,23.6,51.8,Autumn,8,Saturday,1,0,0,21.45,9.97
H00211,Apartment,882,2,3,1,2,0,0,4.56,5.36,24,4.41,3.35,7.54,1,1.81,0.18,0.0,0,0,1,26.9,32.7,Autumn,10,Friday,0,0,1,28.1,12.82
H00212,Villa,2820,9,4,3,1,0,0,0.0,5.04,24,5.17,6.01,4.52,1,1.01,0.28,1.36,0,1,0,11.0,42.4,Winter,1,Wednesday,0,0,0,14.23,8.68
H00213,Independent House,1676,4,2,2,0,0,1,0.63,5.89,24,3.37,10.88,5.11,1,1.42,0.23,0.51,0,0,0,21.7,81.8,Autumn,8,Monday,0,0,1,27.5,9.37
H00214,Apartment,978,2,4,2,1,1,1,3.35,9.77,24,5.24,8.85,7.74,1,0.52,0.58,0.0,0,0,0,32.8,54.7,Summer,6,Wednesday,0,0,0,23.31,12.46
H00215,Independent House,1356,4,4,2,1,1,0,3.1,8.82,24,6.2,4.25,8.95,0,2.62,0.55,0.0,0,0,0,23.4,84.1,Autumn,8,Saturday,1,0,1,19.65,12.05
H00216,Apartment,772,2,2,1,1,0,0,1.45,7.39,24,3.96,2.01,5.69,1,0.62,0.08,0.17,0,0,0,22.6,34.0,Autumn,8,Sunday,1,0,0,18.96,7.6
H00217,Independent House,1610,5,4,2,2,0,0,0.0,8.77,24,4.33,4.02,8.15,1,0.4,0.2,0.0,0,0,0,23.0,58.3,Autumn,9,Tuesday,0,0,1,23.61,6.62
H00218,Apartment,705,2,2,2,0,0,0,8.19,10.5,24,6.0,0.69,6.39,1,0.66,0.07,0.57,0,0,1,38.3,27.3,Summer,5,Sunday,1,0,0,22.58,19.67
H00219,Apartment,679,2,2,1,1,0,0,2.71,3.32,24,2.38,4.85,5.64,0,0.65,0.29,0.47,0,0,1,25.0,64.6,Spring,3,Friday,0,0,1,24.22,9.54
H00220,Apartment,789,2,2,2,0,0,0,0.0,8.24,24,7.1,5.65,8.17,1,1.63,0.44,0.11,0,0,0,21.4,51.4,Autumn,10,Saturday,1,0,0,21.36,7.48
H00221,Independent House,1569,4,5,3,2,0,1,2.98,4.86,24,7.66,8.72,9.02,1,1.3,0.19,0.66,0,0,0,26.2,26.6,Spring,3,Sunday,1,0,1,20.78,14.18
H00222,Apartment,746,3,6,3,2,1,0,0.0,7.31,24,5.96,4.17,8.44,1,0.31,0.1,1.32,0,0,1,16.8,53.6,Winter,1,Wednesday,0,0,0,21.83,9.29
H00223,Villa,2375,7,4,3,1,0,1,1.55,3.67,24,7.3,8.91,6.71,1,1.28,0.62,0.75,0,0,0,12.4,57.0,Winter,11,Friday,0,0,0,21.78,13.16
H00224,Apartment,1370,4,3,2,1,0,1,1.26,9.3,24,7.31,7.64,7.56,1,1.22,0.38,0.25,0,0,0,25.5,54.7,Spring,2,Monday,0,0,1,20.77,10.53
H00225,Apartment,986,3,3,3,0,0,1,5.87,6.49,24,3.59,8.54,7.33,0,0.95,0.48,0.44,0,0,0,36.0,82.1,Summer,6,Monday,0,0,1,23.21,14.87
H00226,Independent House,1336,3,6,3,2,1,1,2.54,7.7,24,6.12,8.91,8.3,1,1.75,0.18,0.95,0,0,0,20.6,67.0,Autumn,9,Friday,0,0,1,20.18,13.83
H00227,Apartment,817,2,4,2,1,1,0,6.1,10.1,24,5.14,1.1,7.79,1,1.14,0.45,0.0,0,0,0,45.8,52.6,Summer,4,Monday,0,0,0,25.7,14.87
H00228,Apartment,1319,4,5,3,2,0,0,7.68,10.85,24,8.63,4.55,10.63,1,0.84,0.63,0.21,0,0,0,34.0,55.2,Summer,4,Saturday,1,0,0,20.34,20.32
H00229,Villa,3362,10,2,1,1,0,0,4.53,8.18,24,3.24,2.92,8.18,1,1.12,0.42,0.33,1,0,0,32.8,56.7,Summer,6,Thursday,0,0,1,17.85,25.31
H00230,Apartment,930,3,4,2,1,1,0,3.68,12.2,24,6.93,5.49,11.98,0,0.7,0.52,0.87,0,0,0,25.0,57.9,Autumn,9,Saturday,1,0,0,25.14,13.7
H00231,Apartment,965,3,1,1,0,0,0,0.19,5.35,24,3.39,1.78,7.4,1,0.94,0.46,0.09,0,1,0,26.3,85.7,Spring,2,Thursday,0,0,0,25.38,4.35
H00232,Apartment,741,3,1,1,0,0,0,0.87,9.09,24,3.43,2.25,4.57,0,1.03,0.21,0.0,0,0,0,22.0,55.3,Spring,3,Wednesday,0,0,0,18.2,6.13
H00233,Apartment,966,3,5,3,2,0,1,0.92,5.95,24,5.66,8.01,7.97,1,2.38,0.22,1.15,0,0,1,15.6,53.4,Winter,11,Thursday,0,0,0,24.55,10.38
H00234,Apartment,953,3,1,1,0,0,1,3.36,8.48,24,4.68,4.45,5.52,0,0.0,0.32,0.28,0,0,0,36.1,56.1,Summer,6,Wednesday,0,0,0,20.86,10.57
H00235,Independent House,2085,6,2,1,0,1,1,2.83,7.49,24,3.81,7.82,7.02,1,1.33,0.29,0.51,0,0,0,25.6,55.8,Autumn,8,Monday,0,0,0,25.57,13.56
H00236,Apartment,702,3,3,3,0,0,0,5.77,8.25,24,4.39,1.42,5.46,1,0.98,0.42,0.79,0,0,0,35.2,58.9,Summer,6,Friday,0,1,0,18.0,16.34
H00237,Apartment,1158,3,4,2,2,0,0,0.0,7.11,24,3.08,2.23,9.32,1,0.63,0.54,1.25,0,1,0,8.4,58.4,Winter,11,Wednesday,0,0,0,19.54,6.1
H00238,Apartment,936,3,4,3,1,0,0,1.88,7.34,24,6.31,2.3,5.51,0,1.35,0.13,0.63,0,0,0,29.5,64.0,Autumn,9,Wednesday,0,0,0,16.85,9.13
H00239,Independent House,2060,5,3,3,0,0,1,0.42,4.32,24,4.67,5.54,8.06,1,2.06,0.33,0.0,0,0,1,24.9,59.1,Spring,3,Friday,0,0,1,24.09,9.16
H00240,Apartment,913,3,3,3,0,0,1,1.97,11.88,24,5.77,4.71,5.22,0,2.04,0.28,0.0,0,1,0,35.5,59.8,Summer,5,Monday,0,0,1,17.8,6.61
H00241,Independent House,1340,3,3,2,1,0,0,0.32,4.06,24,4.73,3.74,7.76,1,1.41,0.42,0.79,0,0,0,14.9,49.1,Winter,11,Tuesday,0,0,1,,8.52
H00242,Apartment,1009,2,5,3,1,1,0,1.61,10.28,24,5.16,0.98,10.08,1,1.55,0.44,0.81,1,1,0,25.7,54.9,Autumn,8,Thursday,0,0,1,19.13,13.49
H00243,Apartment,1121,4,3,1,2,0,1,5.89,11.96,24,4.35,6.89,8.27,0,1.27,0.39,0.37,0,1,0,34.5,59.9,Summer,5,Monday,0,0,0,19.23,11.64
H00244,Independent House,1066,3,4,3,0,1,1,2.32,4.36,24,10.25,7.12,7.02,1,1.89,0.48,0.71,0,0,0,28.4,68.1,Autumn,9,Saturday,1,0,0,23.17,13.32
H00245,Villa,3182,9,5,3,1,1,0,0.0,4.45,24,3.68,2.55,8.06,1,0.48,0.21,0.0,0,1,0,23.4,62.0,Spring,2,Friday,0,0,1,20.35,6.46
H00246,Apartment,728,2,3,2,1,0,0,0.0,5.16,24,4.54,2.33,6.15,1,1.36,0.46,1.28,0,1,0,14.5,39.1,Winter,1,Tuesday,0,0,0,23.53,5.75
H00247,Independent House,1441,4,2,1,1,0,0,5.15,8.85,24,2.21,4.36,6.75,1,0.69,0.16,0.89,0,0,0,39.5,76.9,Summer,5,Tuesday,0,0,0,28.3,16.56
H00248,Independent House,1307,3,5,3,2,0,0,0.79,5.48,24,5.62,4.93,8.35,0,1.19,0.2,0.0,0,0,0,22.3,59.4,Autumn,10,Thursday,0,0,0,23.32,7.05
H00249,Independent House,1319,4,5,3,2,0,0,0.0,4.82,24,6.94,2.26,9.4,1,1.03,0.02,0.53,0,0,0,14.4,58.5,Winter,12,Saturday,1,0,0,23.06,7.76
H00250,Apartment,977,3,1,1,0,0,0,0.0,9.03,24,2.01,2.62,6.05,1,2.11,0.18,0.0,0,0,0,26.9,74.1,Autumn,8,Friday,0,0,0,22.09,6.29
H00251,Apartment,472,2,2,1,1,0,1,3.61,7.09,24,4.07,6.95,5.87,1,1.12,0.16,0.34,0,1,1,32.6,47.7,Spring,3,Thursday,0,1,0,17.31,7.65
H00252,Independent House,1841,5,3,3,0,0,0,3.76,10.85,24,0.76,2.28,8.62,0,0.75,0.43,0.49,0,1,0,38.1,46.9,Summer,4,Tuesday,0,0,1,18.17,10.09
H00253,Apartment,517,1,4,2,2,0,0,0.0,6.18,24,5.25,6.8,9.03,1,1.0,0.32,0.97,0,1,0,15.0,36.0,Winter,12,Monday,0,0,1,20.02,4.81
H00254,Apartment,715,2,3,3,0,0,1,6.24,7.21,24,4.8,9.38,7.31,0,1.09,0.39,0.72,0,0,0,32.8,31.1,Summer,6,Monday,0,0,0,26.1,17.06
H00255,Apartment,740,3,5,3,2,0,0,3.5,5.19,24,4.27,6.9,10.14,1,1.51,0.47,0.0,0,0,0,25.8,41.4,Spring,2,Wednesday,0,0,1,20.56,13.07
H00256,Apartment,1192,3,3,2,0,1,0,1.17,6.96,24,4.72,2.54,9.53,1,1.52,0.27,0.0,0,0,0,25.3,65.1,Spring,3,Wednesday,0,0,1,19.36,8.8
H00257,Villa,2856,8,3,3,0,0,1,2.38,6.62,24,5.15,8.34,8.13,1,0.0,0.38,0.68,0,0,0,27.2,45.3,Spring,2,Tuesday,0,0,0,20.13,14.0
H00258,Apartment,551,2,1,1,0,0,1,0.62,7.05,24,4.97,5.1,5.01,0,1.22,0.34,0.82,0,0,0,15.0,59.1,Winter,12,Tuesday,0,0,0,20.49,8.36
H00259,Independent House,1703,5,1,1,0,0,1,7.59,11.69,24,3.34,5.0,4.88,0,1.03,0.33,0.0,0,0,0,41.7,64.5,Summer,4,Thursday,0,0,1,19.16,17.26
H00260,Independent House,1648,5,3,3,0,0,1,9.89,11.72,24,6.51,4.95,9.33,1,1.37,0.22,0.25,0,0,0,44.3,34.2,Summer,4,Saturday,1,0,1,27.1,23.76
H00261,Apartment,706,3,4,3,1,0,0,5.94,10.52,24,3.23,4.26,8.28,1,0.98,0.33,0.48,0,0,0,35.2,35.6,Summer,5,Friday,0,0,1,21.71,15.46
H00262,Villa,3074,8,5,3,2,0,0,2.03,5.07,24,3.69,0.03,6.66,0,0.53,0.21,1.73,0,0,1,11.6,77.5,Winter,11,Wednesday,0,0,1,16.3,13.27
H00263,Apartment,1057,3,1,1,0,0,0,0.0,2.99,24,3.29,1.23,7.49,1,1.53,0.28,1.61,0,0,0,12.6,38.5,Winter,12,Saturday,1,0,0,18.61,8.88
H00264,Independent House,1511,4,4,2,2,0,0,0.0,8.13,24,4.37,2.23,6.01,1,1.26,0.36,0.83,0,0,0,23.1,66.3,Autumn,10,Friday,0,0,0,23.62,8.83
H00265,Independent House,1224,3,5,3,2,0,1,0.0,5.54,24,5.68,6.3,7.92,1,1.67,0.29,0.99,0,0,0,16.0,45.2,Winter,12,Thursday,0,0,1,21.74,8.61
H00266,Independent House,1196,4,3,3,0,0,0,1.43,7.85,24,4.06,4.48,7.25,1,1.67,0.28,0.34,0,0,1,26.5,64.1,Autumn,8,Monday,0,0,0,22.17,10.04
H00267,Apartment,1284,3,4,2,1,1,1,2.78,5.94,24,4.18,10.13,8.71,0,1.8,0.45,0.66,0,0,0,25.0,52.3,Spring,3,Wednesday,0,0,0,22.39,11.33
H00268,Apartment,1160,3,3,1,1,1,0,0.0,4.21,24,7.5,3.39,6.75,1,1.71,0.63,0.08,1,0,0,15.9,60.8,Winter,11,Sunday,1,0,1,24.94,15.17
H00269,Independent House,1475,4,4,3,1,0,0,3.6,4.08,24,4.15,5.09,8.79,1,1.42,0.3,0.69,0,0,0,23.3,28.5,Autumn,10,Wednesday,0,0,1,16.9,14.64
H00270,Independent House,1132,4,3,3,0,0,1,0.33,2.58,24,5.51,6.75,9.71,0,1.41,0.06,0.48,0,0,0,24.2,30.7,Autumn,10,Saturday,1,0,1,19.88,7.99
H00271,Apartment,845,3,2,2,0,0,0,0.0,4.04,24,5.52,4.07,5.32,1,1.53,0.46,1.14,0,1,0,14.4,42.2,Winter,11,Thursday,0,0,1,19.94,5.98
H00272,Villa,3042,8,5,2,2,1,0,0.16,5.81,24,6.06,4.33,10.85,1,1.84,0.44,1.31,0,0,0,12.7,29.1,Winter,11,Sunday,1,0,0,23.43,13.7
H00273,Apartment,650,1,5,3,1,1,0,0.0,5.75,24,5.65,3.55,7.22,1,0.8,0.1,0.98,0,0,0,8.7,50.4,Winter,11,Wednesday,0,0,0,18.24,7.2
H00274,Apartment,1279,3,3,1,2,0,1,5.17,9.14,24,5.64,8.59,7.94,1,0.0,0.09,0.0,0,1,0,27.1,53.8,Autumn,9,Tuesday,0,0,0,18.87,11.16
